Pregunta,Respuesta,Nombre del Documento,Título/Encabezado del Documento,Sección/Capítulo,Cláusula o Artículo,Palabras Clave
¿Qué establece la Ley sobre la atención médica especializada en salud reproductiva?,"Las aseguradas tienen derecho a recibir servicios de salud reproductiva, incluyendo planificación familiar y tratamiento de infertilidad.",LSS_Q&A.docx,Artículo 270,General,270,Artículo 270
¿Qué define la Ley sobre la atención a enfermedades hematológicas?,"Los asegurados tienen derecho a recibir diagnóstico, tratamiento y seguimiento para enfermedades de la sangre como anemia o leucemia.",LSS_Q&A.docx,Artículo 271,General,271,Artículo 271
¿Qué establece la Ley sobre los programas de prevención de obesidad?,El Instituto debe implementar programas educativos y de apoyo para prevenir y tratar la obesidad entre los asegurados.,LSS_Q&A.docx,Artículo 272,General,272,Artículo 272
¿Qué define la Ley sobre la atención a enfermedades autoinmunes?,"Los asegurados tienen derecho a diagnóstico, tratamiento y seguimiento especializado para enfermedades autoinmunes como lupus o artritis.",LSS_Q&A.docx,Artículo 273,General,273,Artículo 273
¿Qué establece la Ley sobre la detección temprana de enfermedades neurodegenerativas?,El Instituto debe implementar programas para la detección temprana de enfermedades como el Alzheimer y el Parkinson.,LSS_Q&A.docx,Artículo 274,General,274,Artículo 274
¿Qué define la Ley sobre la atención a enfermedades infecciosas emergentes?,El Instituto debe garantizar la atención oportuna y el control de brotes de enfermedades infecciosas emergentes.,LSS_Q&A.docx,Artículo 275,General,275,Artículo 275
¿Qué establece la Ley sobre la promoción de la salud ambiental?,El Instituto debe coordinarse con otras entidades para promover ambientes saludables que prevengan enfermedades.,LSS_Q&A.docx,Artículo 276,General,276,Artículo 276
¿Qué define la Ley sobre los programas de educación para padres?,Incluyen talleres y cursos para promover el bienestar físico y emocional de los hijos de los asegurados.,LSS_Q&A.docx,Artículo 277,General,277,Artículo 277
¿Qué establece la Ley sobre la atención médica en casos de desastres naturales?,El Instituto debe contar con planes de contingencia para garantizar atención médica en emergencias provocadas por desastres naturales.,LSS_Q&A.docx,Artículo 278,General,278,Artículo 278
¿Qué define la Ley sobre la atención a enfermedades genéticas?,"Los asegurados tienen derecho a recibir diagnóstico y tratamiento para enfermedades genéticas, así como orientación genética.",LSS_Q&A.docx,Artículo 279,General,279,Artículo 279
¿Qué establece la Ley sobre los servicios médicos para adolescentes?,"El Instituto debe proporcionar servicios especializados para adolescentes, incluyendo salud mental y prevención de adicciones.",LSS_Q&A.docx,Artículo 280,General,280,Artículo 280
¿Qué define la Ley sobre los servicios de diagnóstico por imagen?,"Los asegurados tienen derecho a acceder a estudios de diagnóstico como radiografías, tomografías y resonancias magnéticas.",LSS_Q&A.docx,Artículo 281,General,281,Artículo 281
¿Qué establece la Ley sobre la rehabilitación postquirúrgica?,Los asegurados que se sometan a cirugías tienen derecho a recibir servicios de rehabilitación para su recuperación.,LSS_Q&A.docx,Artículo 282,General,282,Artículo 282
¿Qué define la Ley sobre los servicios de telemedicina?,El Instituto debe implementar tecnologías de telemedicina para garantizar acceso a atención médica en comunidades remotas.,LSS_Q&A.docx,Artículo 283,General,283,Artículo 283
¿Qué establece la Ley sobre la atención a enfermedades respiratorias graves?,"Incluye tratamiento especializado para enfermedades como neumonía, tuberculosis y síndrome de dificultad respiratoria aguda.",LSS_Q&A.docx,Artículo 284,General,284,Artículo 284
¿Qué define la Ley sobre la atención integral a personas mayores?,"Los adultos mayores asegurados tienen derecho a programas médicos, sociales y recreativos que garanticen su bienestar.",LSS_Q&A.docx,Artículo 285,General,285,Artículo 285
¿Qué establece la Ley sobre la atención a pacientes con enfermedades crónicas complejas?,Los asegurados con enfermedades como cáncer avanzado o insuficiencia renal deben recibir atención integral y multidisciplinaria.,LSS_Q&A.docx,Artículo 286,General,286,Artículo 286
¿Qué define la Ley sobre los servicios de laboratorio clínico?,Incluyen análisis clínicos para apoyar el diagnóstico y tratamiento de enfermedades en los asegurados.,LSS_Q&A.docx,Artículo 287,General,287,Artículo 287
¿Qué establece la Ley sobre la atención a lesiones por quemaduras?,Los asegurados tienen derecho a recibir tratamiento especializado y rehabilitación para lesiones por quemaduras.,LSS_Q&A.docx,Artículo 288,General,288,Artículo 288
¿Qué define la Ley sobre la atención médica a trabajadores en el sector agrícola?,Los trabajadores agrícolas asegurados tienen derecho a servicios médicos específicos para riesgos asociados a su actividad.,LSS_Q&A.docx,Artículo 289,General,289,Artículo 289
¿Qué establece la Ley sobre la atención médica preventiva para mujeres?,"Incluye programas de detección temprana de cáncer de mama, cervicouterino y enfermedades cardiovasculares.",LSS_Q&A.docx,Artículo 290,General,290,Artículo 290
¿Qué define la Ley sobre la atención a enfermedades gastrointestinales graves?,El Instituto debe proporcionar diagnóstico y tratamiento especializado para enfermedades como cirrosis o úlceras gástricas.,LSS_Q&A.docx,Artículo 291,General,291,Artículo 291
¿Qué establece la Ley sobre la atención médica a recién nacidos con condiciones especiales?,Los recién nacidos con condiciones como malformaciones congénitas tienen derecho a cuidados intensivos especializados.,LSS_Q&A.docx,Artículo 292,General,292,Artículo 292
¿Qué define la Ley sobre la atención a enfermedades dermatológicas?,"Incluye diagnóstico y tratamiento para enfermedades de la piel como psoriasis, eczema y cáncer de piel.",LSS_Q&A.docx,Artículo 293,General,293,Artículo 293
¿Qué establece la Ley sobre la atención médica en casos de accidentes industriales?,Los trabajadores asegurados que sufran accidentes industriales tienen derecho a recibir atención médica inmediata e integral.,LSS_Q&A.docx,Artículo 294,General,294,Artículo 294
¿Qué define la Ley sobre la atención a enfermedades neurológicas?,Los asegurados tienen derecho a diagnóstico y tratamiento para enfermedades neurológicas como epilepsia o esclerosis múltiple.,LSS_Q&A.docx,Artículo 295,General,295,Artículo 295
¿Qué establece la Ley sobre los servicios de apoyo psicológico para niños asegurados?,"Los niños asegurados tienen derecho a recibir terapia psicológica en casos de estrés, ansiedad o trastornos emocionales.",LSS_Q&A.docx,Artículo 296,General,296,Artículo 296
¿Qué define la Ley sobre la atención a enfermedades laborales relacionadas con sustancias químicas?,Incluye diagnóstico y tratamiento para enfermedades causadas por exposición a sustancias químicas en el trabajo.,LSS_Q&A.docx,Artículo 297,General,297,Artículo 297
¿Qué establece la Ley sobre la atención médica en casos de epidemias?,El Instituto debe garantizar atención médica oportuna y controlar la propagación de enfermedades epidémicas.,LSS_Q&A.docx,Artículo 298,General,298,Artículo 298
¿Qué define la Ley sobre la atención a enfermedades cardiovasculares graves?,Los asegurados con enfermedades como infartos o insuficiencia cardíaca tienen derecho a tratamientos especializados.,LSS_Q&A.docx,Artículo 299,General,299,Artículo 299
¿Qué establece la Ley sobre la atención médica en el sector educativo?,Los trabajadores del sector educativo asegurados tienen derecho a servicios médicos que atiendan los riesgos específicos de su profesión.,LSS_Q&A.docx,Artículo 300,General,300,Artículo 300
¿Qué define la Ley sobre los servicios médicos a trabajadores del sector transporte?,Los trabajadores del sector transporte tienen derecho a servicios médicos que atiendan riesgos específicos de su actividad laboral.,LSS_Q&A.docx,Artículo 301,General,301,Artículo 301
¿Qué establece la Ley sobre los programas de prevención de accidentes en el trabajo?,El Instituto debe implementar programas educativos y normativos para reducir accidentes laborales.,LSS_Q&A.docx,Artículo 302,General,302,Artículo 302
¿Qué define la Ley sobre la atención médica a trabajadores del sector construcción?,Incluye servicios médicos especializados para lesiones y riesgos relacionados con actividades de construcción.,LSS_Q&A.docx,Artículo 303,General,303,Artículo 303
¿Qué establece la Ley sobre la atención a enfermedades tropicales?,"El Instituto debe garantizar diagnóstico, tratamiento y prevención de enfermedades como dengue, zika y chikungunya.",LSS_Q&A.docx,Artículo 304,General,304,Artículo 304
¿Qué define la Ley sobre la atención médica en comunidades indígenas?,El Instituto debe proporcionar servicios médicos respetando las particularidades culturales de las comunidades indígenas aseguradas.,LSS_Q&A.docx,Artículo 305,General,305,Artículo 305
¿Qué establece la Ley sobre la atención a enfermedades musculoesqueléticas?,"Los asegurados tienen derecho a diagnóstico, tratamiento y rehabilitación para enfermedades como artritis y lesiones de columna.",LSS_Q&A.docx,Artículo 306,General,306,Artículo 306
¿Qué define la Ley sobre los servicios de salud a trabajadores de plataformas marítimas?,Los trabajadores asegurados que laboran en plataformas marítimas tienen derecho a atención médica especializada para riesgos laborales específicos.,LSS_Q&A.docx,Artículo 307,General,307,Artículo 307
¿Qué establece la Ley sobre la atención médica preventiva en adolescentes?,"Incluye programas de educación sexual, prevención de adicciones y detección temprana de enfermedades.",LSS_Q&A.docx,Artículo 308,General,308,Artículo 308
¿Qué define la Ley sobre la atención a enfermedades ocupacionales en el sector minero?,"Los trabajadores del sector minero tienen derecho a diagnóstico, tratamiento y rehabilitación para enfermedades relacionadas con su actividad.",LSS_Q&A.docx,Artículo 309,General,309,Artículo 309
¿Qué establece la Ley sobre los programas de control de tabaquismo?,El Instituto debe implementar campañas para prevenir el tabaquismo y ofrecer tratamientos para quienes desean dejar de fumar.,LSS_Q&A.docx,Artículo 310,General,310,Artículo 310
¿Qué define la Ley sobre la atención médica en casos de accidentes de riesgo químico?,Incluye servicios médicos especializados para trabajadores expuestos a riesgos químicos en su actividad laboral.,LSS_Q&A.docx,Artículo 311,General,311,Artículo 311
¿Qué establece la Ley sobre la atención médica a trabajadores en zonas de riesgo?,Los trabajadores en zonas de alto riesgo tienen derecho a servicios médicos específicos para las condiciones particulares de su entorno.,LSS_Q&A.docx,Artículo 312,General,312,Artículo 312
¿Qué define la Ley sobre la atención médica a personas con condiciones metabólicas complejas?,Los asegurados con condiciones metabólicas como diabetes avanzada tienen derecho a servicios integrales de tratamiento y seguimiento.,LSS_Q&A.docx,Artículo 313,General,313,Artículo 313
¿Qué establece la Ley sobre la atención médica a enfermedades emergentes?,El Instituto debe garantizar recursos y personal capacitado para responder a enfermedades emergentes de manera efectiva.,LSS_Q&A.docx,Artículo 314,General,314,Artículo 314
¿Qué define la Ley sobre los derechos de los beneficiarios en el acceso a servicios médicos?,Los beneficiarios tienen derecho a acceder a servicios médicos oportunos y de calidad según las disposiciones de la Ley.,LSS_Q&A.docx,Artículo 315,General,315,Artículo 315
¿Qué establece la Ley sobre la atención médica en casos de brotes epidemiológicos?,El Instituto debe implementar planes de contingencia para controlar y tratar enfermedades en brotes epidemiológicos.,LSS_Q&A.docx,Artículo 316,General,316,Artículo 316
¿Qué define la Ley sobre la integración de programas de salud mental y física?,Los programas de salud mental y física deben coordinarse para garantizar una atención integral a los asegurados.,LSS_Q&A.docx,Artículo 317,General,317,Artículo 317
¿Qué establece la Ley sobre la atención médica a enfermedades cardiovasculares críticas?,Incluye diagnóstico y tratamiento especializado para condiciones como insuficiencia cardíaca severa o cardiopatías congénitas.,LSS_Q&A.docx,Artículo 318,General,318,Artículo 318
¿Qué define la Ley sobre la evaluación periódica de los servicios médicos?,"El Instituto debe realizar evaluaciones periódicas para garantizar la calidad, eficiencia y accesibilidad de los servicios médicos ofrecidos.",LSS_Q&A.docx,Artículo 319,General,319,Artículo 319
¿Qué establece el primer artículo transitorio respecto a la entrada en vigor de la Ley?,"La Ley del Seguro Social entrará en vigor en la fecha estipulada, derogando la legislación anterior que sea incompatible con sus disposiciones.",LSS_Q&A.docx,Artículo Transitorio Primero,General,Transitorio,Artículo Transitorio
¿Qué define el segundo artículo transitorio sobre las disposiciones reglamentarias?,Las disposiciones reglamentarias existentes continuarán vigentes en tanto no se expidan nuevas normativas acorde a esta Ley.,LSS_Q&A.docx,Artículo Transitorio Segundo,General,Transitorio,Artículo Transitorio
¿Qué establece el tercer artículo transitorio sobre las obligaciones de los patrones?,Los patrones tienen un periodo de transición para adaptar sus registros y contribuciones conforme a la nueva Ley.,LSS_Q&A.docx,Artículo Transitorio Tercero,General,Transitorio,Artículo Transitorio
¿Qué define el cuarto artículo transitorio sobre los derechos de los asegurados?,Los derechos adquiridos por los asegurados antes de la entrada en vigor de la Ley serán respetados.,LSS_Q&A.docx,Artículo Transitorio Cuarto,General,Transitorio,Artículo Transitorio
¿Qué establece el quinto artículo transitorio respecto a los convenios existentes?,"Los convenios celebrados con el Instituto continuarán vigentes, pero deberán ajustarse a las nuevas disposiciones legales.",LSS_Q&A.docx,Artículo Transitorio Quinto,General,Transitorio,Artículo Transitorio
¿Qué define el sexto artículo transitorio sobre los recursos financieros del Instituto?,Los recursos financieros serán administrados conforme a las disposiciones establecidas en esta Ley desde su entrada en vigor.,LSS_Q&A.docx,Artículo Transitorio Sexto,General,Transitorio,Artículo Transitorio
¿Qué establece el séptimo artículo transitorio sobre las aportaciones de los patrones?,Los patrones deberán cumplir con las nuevas tasas de aportación dentro de los plazos señalados en la Ley.,LSS_Q&A.docx,Artículo Transitorio Séptimo,General,Transitorio,Artículo Transitorio
¿Qué define el octavo artículo transitorio sobre las reformas al régimen de pensiones?,Las reformas al régimen de pensiones se aplicarán progresivamente conforme a lo estipulado en este artículo.,LSS_Q&A.docx,Artículo Transitorio Octavo,General,Transitorio,Artículo Transitorio
¿Qué establece el noveno artículo transitorio respecto a la transición de personal?,El personal que preste servicios al Instituto conservará sus derechos laborales durante la transición al nuevo régimen.,LSS_Q&A.docx,Artículo Transitorio Noveno,General,Transitorio,Artículo Transitorio
¿Qué define el décimo artículo transitorio sobre los programas de salud?,Los programas de salud actuales continuarán vigentes hasta que sean sustituidos por los nuevos programas previstos en la Ley.,LSS_Q&A.docx,Artículo Transitorio Décimo,General,Transitorio,Artículo Transitorio
¿Qué establece el décimo primero artículo transitorio sobre las cuotas pendientes de pago?,Las cuotas pendientes de pago antes de la entrada en vigor de esta Ley deberán ser liquidadas conforme a las disposiciones anteriores.,LSS_Q&A.docx,Artículo Transitorio Décimo Primero,General,Transitorio,Artículo Transitorio
¿Qué define el décimo segundo artículo transitorio sobre las prestaciones sociales?,Las prestaciones sociales seguirán otorgándose bajo las reglas anteriores hasta que se implementen las nuevas normativas.,LSS_Q&A.docx,Artículo Transitorio Décimo Segundo,General,Transitorio,Artículo Transitorio
¿Qué establece el décimo tercero artículo transitorio sobre la regularización de los patrones?,Los patrones tendrán un periodo de gracia para regularizar sus obligaciones conforme a las nuevas disposiciones.,LSS_Q&A.docx,Artículo Transitorio Décimo Tercero,General,Transitorio,Artículo Transitorio
¿Qué define el décimo cuarto artículo transitorio sobre la actualización de registros?,El Instituto deberá actualizar los registros de asegurados y patrones en un plazo no mayor al señalado en este artículo.,LSS_Q&A.docx,Artículo Transitorio Décimo Cuarto,General,Transitorio,Artículo Transitorio
¿Qué establece el décimo quinto artículo transitorio respecto a la implementación de sistemas electrónicos?,El Instituto deberá implementar sistemas electrónicos para facilitar el cumplimiento de las obligaciones establecidas en esta Ley.,LSS_Q&A.docx,Artículo Transitorio Décimo Quinto,General,Transitorio,Artículo Transitorio
¿Qué define el décimo sexto artículo transitorio sobre los créditos fiscales?,Los créditos fiscales generados bajo la legislación anterior se regirán por las disposiciones vigentes al momento de su emisión.,LSS_Q&A.docx,Artículo Transitorio Décimo Sexto,General,Transitorio,Artículo Transitorio
¿Qué establece el décimo séptimo artículo transitorio sobre las inspecciones laborales?,Las inspecciones laborales deberán ajustarse a los criterios establecidos en esta Ley.,LSS_Q&A.docx,Artículo Transitorio Décimo Séptimo,General,Transitorio,Artículo Transitorio
¿Qué define el décimo octavo artículo transitorio sobre las sanciones administrativas?,Las sanciones administrativas impuestas antes de la entrada en vigor de esta Ley se mantendrán vigentes.,LSS_Q&A.docx,Artículo Transitorio Décimo Octavo,General,Transitorio,Artículo Transitorio
¿Qué establece el décimo noveno artículo transitorio sobre la capacitación del personal?,El Instituto deberá garantizar la capacitación del personal en las nuevas disposiciones de esta Ley.,LSS_Q&A.docx,Artículo Transitorio Décimo Noveno,General,Transitorio,Artículo Transitorio
¿Qué define el vigésimo artículo transitorio sobre la divulgación de la Ley?,El Instituto deberá realizar campañas de divulgación para informar a los asegurados y patrones sobre las nuevas disposiciones.,LSS_Q&A.docx,Artículo Transitorio Vigésimo,General,Transitorio,Artículo Transitorio
¿Qué establece el vigésimo primero artículo transitorio sobre las obligaciones de los patrones?,Los patrones tendrán un periodo de adecuación para cumplir con las nuevas obligaciones establecidas en esta Ley.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Primero,General,Transitorio,Artículo Transitorio
¿Qué define el vigésimo segundo artículo transitorio sobre los procedimientos judiciales en curso?,Los procedimientos judiciales iniciados bajo la legislación anterior seguirán su curso conforme a las disposiciones vigentes al momento de su inicio.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Segundo,General,Transitorio,Artículo Transitorio
¿Qué establece el vigésimo tercero artículo transitorio sobre los contratos vigentes?,Los contratos vigentes deberán adaptarse a las disposiciones de esta Ley en un plazo no mayor al establecido en este artículo.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Tercero,General,Transitorio,Artículo Transitorio
¿Qué define el vigésimo cuarto artículo transitorio sobre la creación de nuevas disposiciones reglamentarias?,El Ejecutivo deberá expedir las disposiciones reglamentarias necesarias en los plazos establecidos por esta Ley.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Cuarto,General,Transitorio,Artículo Transitorio
¿Qué establece el vigésimo quinto artículo transitorio sobre los convenios internacionales?,Los convenios internacionales ratificados por México en materia de seguridad social se ajustarán a las disposiciones de esta Ley.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Quinto,General,Transitorio,Artículo Transitorio
¿Qué define el vigésimo sexto artículo transitorio sobre la entrada en vigor de las reformas?,Las reformas contempladas en esta Ley entrarán en vigor de manera escalonada conforme al calendario establecido.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Sexto,General,Transitorio,Artículo Transitorio
¿Qué establece el vigésimo séptimo artículo transitorio sobre los recursos de amparo?,Los recursos de amparo promovidos antes de la entrada en vigor de esta Ley se resolverán conforme a las disposiciones vigentes al momento de su presentación.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Séptimo,General,Transitorio,Artículo Transitorio
¿Qué define el vigésimo octavo artículo transitorio sobre los programas de bienestar social?,Los programas de bienestar social existentes continuarán vigentes hasta que sean sustituidos por los previstos en esta Ley.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Octavo,General,Transitorio,Artículo Transitorio
¿Qué establece el vigésimo noveno artículo transitorio sobre los sistemas de pensiones?,Los sistemas de pensiones actuales se adaptarán gradualmente a las nuevas disposiciones establecidas en esta Ley.,LSS_Q&A.docx,Artículo Transitorio Vigésimo Noveno,General,Transitorio,Artículo Transitorio
